dialect,standard,region,sentiment,source,source_split,dialect_features
Tiếng gốc miền Trung nhưng lên sóng vẫn rất chi là ngọt ngào (mới đầu em còn tưởng người Bắc cơ đấy). Em thắc mắc là chị rèn luyện giọng như thế nào vậy nhỉ?,,northern,,youtube:AwO0KHZOOlc,,"{""northern"": 1, ""central"": 0, ""southern"": 0}"
"team Miền Trung nè,chạy mô hết rồi",,southern,,youtube:AwO0KHZOOlc,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
2:16 mi đang nói gì thế hoặc mi đg nói cái mô tề ai hay bị liệu mới hiểu,,central,,youtube:AwO0KHZOOlc,,"{""northern"": 0, ""central"": 1, ""southern"": 0}"
"E sống ở Nghệ An 15 năm mà chưa từng nghe ai nói ""kí bát nớ vợ rồi tề"" cả, chỉ nghe ""kí bát nớ bể rồi tề"" thôi :D",,central,,youtube:AwO0KHZOOlc,,"{""northern"": 0, ""central"": 4, ""southern"": 0}"
"em miền Nam, đang học tiếng miền Trung vì mỗi lần nt vs ny là"" em đi mô rứa"" ""anh đâu có răng""😖😖, nghe mà hok hiểu j luôn:)",,central,,youtube:AwO0KHZOOlc,,"{""northern"": 0, ""central"": 1, ""southern"": 0}"
"Bố mẹ tui người bắc nhưng đẻ và nuôi tui trong nam nên tụi nói và hiểu đc cả tiếng nam vs bắc, nhưng gặp giọng miền trung thì tui tắt điện",,southern,,youtube:AwO0KHZOOlc,,"{""northern"": 0, ""central"": 0, ""southern"": 3}"
"Tôi là ng Nhật, tôi được cô giáo quê Hà Nội dạy giọng miền Nam, giờ lấy vợ miền Trung nên tôi hiểu hết tiếng Việt 3 miền nè😂",,southern,,youtube:AwO0KHZOOlc,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
4:21 bát bị bể rồi tề là mới của miền trung chị ak,,central,,youtube:AwO0KHZOOlc,,"{""northern"": 0, ""central"": 1, ""southern"": 0}"
"Tui có cảm giác bắc nam dễ gần nhau trong cách phát âm hơn mọi người , miền trung thật sự khó nghe nhìu hơn 😂😂",,southern,,youtube:AwO0KHZOOlc,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Team miền Trung mô rồi tề,,central,,youtube:AwO0KHZOOlc,,"{""northern"": 0, ""central"": 2, ""southern"": 0}"
"Team miền bắc, team Hưng Yên đâu hết rùi ạ ??? Chỉ có mỗi tui mà thôi !!!",,southern,,youtube:AwO0KHZOOlc,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Chu choa mạ ơi! chị xinh giữ rứa.,,central,,youtube:AwO0KHZOOlc,,"{""northern"": 0, ""central"": 2, ""southern"": 0}"
Em miền Trung giống chị nè,,southern,,youtube:AwO0KHZOOlc,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Chị ơi! Em là người miền Trung nè! Cụ thể là Quảng Bình nhé!,,southern,,youtube:AwO0KHZOOlc,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Em 2 miền Bắc với Nam luôn ạ😁. Ai giống tui hong,,southern,,youtube:AwO0KHZOOlc,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Chị Khánh Vy có gốc Quảng Trị không rứa? Vì em nghe khẩu âm của chị rành giống giọng xứ Quảng,,central,,youtube:AwO0KHZOOlc,,"{""northern"": 0, ""central"": 1, ""southern"": 0}"
"người Nam: tối rồi vô buồng ngủ đi :))) bây ơi Má ơi chút nữa đi mà Ngủ hông ,hông mai bịnh giờ",,southern,,youtube:AwO0KHZOOlc,,"{""northern"": 0, ""central"": 0, ""southern"": 3}"
"Tui giọng bắc, xem xong mới biết tui cũng nói được tiếng nam",,southern,,youtube:AwO0KHZOOlc,,"{""northern"": 0, ""central"": 0, ""southern"": 2}"
4:21 bể đọi tề,,central,,youtube:AwO0KHZOOlc,,"{""northern"": 0, ""central"": 1, ""southern"": 0}"
":))) nỗi khổ của tui k phải hết tiền mà là ba má người miền bắc nhưng sống trong nam. Lạy trời thề luôn, mỗi lần t mà nch vs ba má t coi như t k hiểu đc nhiều đâu. Mà lớn lên rồi tiếp xúc nhiều vs bắc quá nên giờ t cũng quên tiếng nam rồi :)))",,southern,,youtube:AwO0KHZOOlc,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Mình team mình miền Trung nhưng vẫn xài một vài từ ở miền Nam nè,,southern,,youtube:AwO0KHZOOlc,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Team miền trung mô hết rồi rứa,,central,,youtube:AwO0KHZOOlc,,"{""northern"": 0, ""central"": 1, ""southern"": 0}"
"Em ở Bình Định mà cũng hông hiểu giọng miền Trung luôn á, em nói giống miền Nam hơn .",,southern,,youtube:AwO0KHZOOlc,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"Miền nam nè mn : gì dợ, đúng dậy, hoài đọc thành quài",,southern,,youtube:AwO0KHZOOlc,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"Í,trùng tên chị ơi em Khánh Vy nè ;...;",,southern,,youtube:AwO0KHZOOlc,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
2.27 miền trung đáng lẽ là mi đang nói cấy chi rứa chơ hung phỉ bạn mô nà,,central,,youtube:AwO0KHZOOlc,,"{""northern"": 0, ""central"": 1, ""southern"": 0}"
Team Trung hầy :D,,central,,youtube:AwO0KHZOOlc,,"{""northern"": 0, ""central"": 1, ""southern"": 0}"
cái bát là cái đọi tề chị :)),,central,,youtube:AwO0KHZOOlc,,"{""northern"": 0, ""central"": 1, ""southern"": 0}"
Ử. Mình cũng nghệ an nè. Bát quê mình gọi là cái đọi,,southern,,youtube:AwO0KHZOOlc,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Team miền Bắc nè,,southern,,youtube:AwO0KHZOOlc,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"tây nam bộ là kiểu ""gì dợ?"" ""đi dìa""",,southern,,youtube:AwO0KHZOOlc,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
3 giọng này lúc tui 3 tuổi đã nói được rồi,,southern,,youtube:EAr-HClzMhU,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Tui thích giọng miền Nam vì tui ở miền nam:),,southern,,youtube:EAr-HClzMhU,,"{""northern"": 0, ""central"": 0, ""southern"": 2}"
Tui cũng đc nè :))),,southern,,youtube:EAr-HClzMhU,,"{""northern"": 0, ""central"": 0, ""southern"": 2}"
Tui hát dc á,,southern,,youtube:EAr-HClzMhU,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Tui làm được,,southern,,youtube:EAr-HClzMhU,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Thầy tui ở tỉnh Nghệ An nè mỗi lần dạy lớp tui nghe khó hiểu lắm lun í kèm thêm với 1 nét chữ xấu nữa😂😂😂,,southern,,youtube:F_8huLauLj0,,"{""northern"": 0, ""central"": 0, ""southern"": 3}"
Ơ túi bình định nè😊❤,,southern,,youtube:F_8huLauLj0,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Tui thấy Quãng Ngãi là dễ nghe nhất trong clip. Còn thực tế thì ko biết sao,,southern,,youtube:F_8huLauLj0,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"Không phải khó nghe , tại mình nghe hông quen , muốn bắt lỗi 1 thứ gì đó hãy xem lại bản thân mình trước , tại sao đổ lỗi cho là khó nghe mà k bảo rằng mình nghe hông được",,southern,,youtube:F_8huLauLj0,,"{""northern"": 0, ""central"": 0, ""southern"": 2}"
ny người hã tĩnh nè bạn nói cũng dễ nghe chứ nộ quảng bình với hà tĩnh nói với nhau bằng tiếng địa phương mà vẫn hiểu 😂😂😂,,southern,,youtube:F_8huLauLj0,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"Trời ơi, tui là người Việt mà nghe,không hiểu luôn ,nếu tui lọt vào mấy tỉnh này thì giống như đi ngoại quốc luôn.",,southern,,youtube:F_8huLauLj0,,"{""northern"": 0, ""central"": 0, ""southern"": 2}"
"Huế quê ngoại tui,tiếng huế rất dễ nghe😂😂😂ông áo vàng:Cù chik cù chik là con cà bươm,củ chik🌚là muốn chik🌚🌚",,southern,,youtube:F_8huLauLj0,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"Tui kg rành lắm, nhưng hình như nghệ An Hà Tĩnh là tôi bó giò, tui nỏ có hiểu😂😂😂",,southern,,youtube:F_8huLauLj0,,"{""northern"": 0, ""central"": 1, ""southern"": 2}"
😊❤ nói hiểu đc nữa tui cũng có vài ng bạn nói 1 số tiếng như vầy này ngồi nghe hiểu xong là cpu tui nó nóng luôn 😂,,southern,,youtube:F_8huLauLj0,,"{""northern"": 0, ""central"": 0, ""southern"": 2}"
"Từng làm chung với mấy bà chị Phú Yên, Nghệ An, Hà Tĩnh ta nói mấy bả cãi nhau tui chỉ biết há họng thôi chớ có muốn hóng cũng k hóng đc j. Bác gái tui ng Huế, mỗi lần vào đám giỗ là tui né bác gấp luôn, bác hay kêu tui lại nói chiện nhưng đc cái tui k hiểu 😂",,southern,,youtube:F_8huLauLj0,,"{""northern"": 0, ""central"": 0, ""southern"": 5}"
Ê tao hà tĩnh nè :3,,southern,,youtube:F_8huLauLj0,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Tau nỏ biết là tỉnh nào nói khó nghe nhất nhưng may nhờ câu nói đầu video với các tên tỉnh hiện lên t mới hiểu ra thằng chủ kênh đang nói cái gì luôn😂,,central,,youtube:F_8huLauLj0,,"{""northern"": 0, ""central"": 1, ""southern"": 0}"
Tui nghe loáng thoáng hiểu đc vài từ nhưng thật sự ko hiểu.nói nhanh quá,,southern,,youtube:F_8huLauLj0,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Ngừ Bình Định nè😂😂😊❤,,southern,,youtube:F_8huLauLj0,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Quãng ngãi vs huế quê tui nên dễ nghe lắm:(),,southern,,youtube:F_8huLauLj0,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Tôi lạy chủ kênh tôi quê ở bình định nè,,southern,,youtube:F_8huLauLj0,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Ko những tui hà tĩnh mà còn quảng bình nữa😂😂,,southern,,youtube:F_8huLauLj0,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Chùi ui tui ở Phú yên nè ❤❤❤,,southern,,youtube:F_8huLauLj0,,"{""northern"": 0, ""central"": 0, ""southern"": 2}"
"Tui Phú Yên nhưng phát âm rất chuẩn mà, Ko ai đến từ tỉnh nào mà kêu giọng tui khó nghe hết á",,southern,,youtube:F_8huLauLj0,,"{""northern"": 0, ""central"": 0, ""southern"": 2}"
tui nguoi viet nam nhung tui nghe tui khong hoeu noi gi luon kakakakaka😂😂😂,,southern,,youtube:F_8huLauLj0,,"{""northern"": 0, ""central"": 0, ""southern"": 3}"
Tui nghe mà tui điếc luôn á😂,,southern,,youtube:F_8huLauLj0,,"{""northern"": 0, ""central"": 0, ""southern"": 2}"
Tính ra tui ở Phú Yên mà tui nghe rõ lắm mà cũng dễ nghe nữa,,southern,,youtube:F_8huLauLj0,,"{""northern"": 0, ""central"": 0, ""southern"": 2}"
"Quảng Ngãi dễ nghe mà, em ở Quảng Ngãi nè",,southern,,youtube:F_8huLauLj0,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"tui thì nghe tiếng quảng ngãi thấy vẫn rõ hơn 9 tiếng còn lại, k hiểu sao, tui người sài gòn hà",,southern,,youtube:F_8huLauLj0,,"{""northern"": 0, ""central"": 0, ""southern"": 2}"
"Ủa, tui người Thái Nguyên mà nghe hiểu hết luôn :)))",,southern,,youtube:F_8huLauLj0,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
ủa tưởng quảng ngãi quê tui nói tiếng dễ nghe lắm mà,,southern,,youtube:F_8huLauLj0,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"Quê tui ở Quảng Bình nè,giờ thử nói vài câu nè:Ê đi mô rứa? -Tau về soạn chén đọi ăn cơm Ừ,chiều gặp lại nhe Ok",,southern,,youtube:F_8huLauLj0,,"{""northern"": 0, ""central"": 1, ""southern"": 3}"
Tui ng Việt Nam mà nghe y chang nc ngoài luôn 😂😂😂,,southern,,youtube:F_8huLauLj0,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Hà tỉnh với huế dễ nhge mà ❤ tui 😂😂,,southern,,youtube:F_8huLauLj0,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Bình Định quê tui😂😂,,southern,,youtube:F_8huLauLj0,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"Tui nói được tiếng, Quảng Ngãi, Huế và Quảng Bình do tui ở Quảng Nam và sinh ra ở Huế😂",,southern,,youtube:F_8huLauLj0,,"{""northern"": 0, ""central"": 0, ""southern"": 2}"
"Mình tỉnh nghệ an,họ nói mình nỏ hiểu cấy chi luông😂😂😂",,central,,youtube:F_8huLauLj0,,"{""northern"": 0, ""central"": 1, ""southern"": 0}"
"Với tui nghệ an luôn là tỉnh khó nghe nhất. Có khi nguyên 1 đoạn dài ko hiểu gì, tiếng địa phương nhiều mà nói còn nhanh nữa 😢",,southern,,youtube:F_8huLauLj0,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Mẹ tui: là ở Bình Định Ba tui :Nghệ An 😂😂😂,,southern,,youtube:F_8huLauLj0,,"{""northern"": 0, ""central"": 0, ""southern"": 2}"
Tui nghệ an mà tui còn không nghe ra anh nghệ an nói gì mà 😂,,southern,,youtube:F_8huLauLj0,,"{""northern"": 0, ""central"": 0, ""southern"": 2}"
"tui người miền Nam, ko hiểu gì luôn á😅",,southern,,youtube:F_8huLauLj0,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Tôi bình định thấy quảng ngãi khó nghe .mô với rứa😂,,central,,youtube:F_8huLauLj0,,"{""northern"": 0, ""central"": 1, ""southern"": 0}"
"Trời ơi,tui là người Nghệ An mà chả biết chú ở top 9 nói chi",,northern,,youtube:F_8huLauLj0,,"{""northern"": 1, ""central"": 0, ""southern"": 1}"
Mình quê Nghệ An nè chửi là không hiểu đâu 😂,,southern,,youtube:F_8huLauLj0,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Tui ở trung trung bộ nên tui nghe các tỉnh ở đây tui hiểu hết.,,southern,,youtube:F_8huLauLj0,,"{""northern"": 0, ""central"": 0, ""southern"": 3}"
Tui nghe được hết 😂😂,,southern,,youtube:F_8huLauLj0,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Ê tui hà tĩnh nè Để tui nói cho mọi người nghe Ổn đang đi mần ở ngoài rọn Ông đang đi làm ở ngoài ruộng Hiểu ko dọ,,southern,,youtube:F_8huLauLj0,,"{""northern"": 0, ""central"": 1, ""southern"": 3}"
"Tui lại nghe được hết, có điều tôi không hiểu họ nói gì. VÌ tôi không bị điếc",,southern,,youtube:F_8huLauLj0,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"Với tui nghe khó nhất là các tỉnh Nghệ An, Hà Tĩnh. Còn các tỉnh khác thì ở thành phố người dân nói nghe dễ hơn người dân ở nông thôn.",,southern,,youtube:F_8huLauLj0,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Tui người Bình Định lun nè,,southern,,youtube:F_8huLauLj0,,"{""northern"": 0, ""central"": 0, ""southern"": 2}"
Quảng Ngãi là quê mik nè,,southern,,youtube:F_8huLauLj0,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"Cụ phú yên,tui chịu rồi á 😂😂",,southern,,youtube:F_8huLauLj0,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Quê em ở Quảng Ngãi nè,,southern,,youtube:F_8huLauLj0,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
tui người Quảng Ngãi nên nghe tiếng Quảng Ngãi vẫn hỉu nhưng tui nói giọng Sài Gòn,,southern,,youtube:F_8huLauLj0,,"{""northern"": 0, ""central"": 0, ""southern"": 2}"
R cái hột quẹt đâu cho mượn cái hột quẹt thấp cái bếp lên cho sáng cái nè khổ ghê zạy đó bả nói zạy á mng,,southern,,youtube:F_8huLauLj0,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
nghệ an. hà tĩnh. thừa Thiên Huế. Quảng Bình. Quảng ngãi nghe dễ mà tui ng sơn la nghe vẫn hiểu mà,,southern,,youtube:F_8huLauLj0,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Em ở bình định nè dễ lắm,,southern,,youtube:F_8huLauLj0,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
ông thầy tui ở Hà Tĩnh,,southern,,youtube:F_8huLauLj0,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"Cái đầu tui hiểu mà,tại tui người bình định",,southern,,youtube:F_8huLauLj0,,"{""northern"": 0, ""central"": 0, ""southern"": 2}"
Tui quê Quãng Ngãi Nè😊,,southern,,youtube:F_8huLauLj0,,"{""northern"": 0, ""central"": 0, ""southern"": 2}"
Tui người bình định nè,,southern,,youtube:F_8huLauLj0,,"{""northern"": 0, ""central"": 0, ""southern"": 2}"
tui tỉnh Nghệ An nè,,southern,,youtube:F_8huLauLj0,,"{""northern"": 0, ""central"": 0, ""southern"": 2}"
Tui nghe y chang nhau 😂😂😂.,,southern,,youtube:F_8huLauLj0,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Tôi ở b Đ nè 😂😅😅,,southern,,youtube:F_8huLauLj0,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Với tôi thì Nghệ An. Hà Tĩnh. Quảng bình là xin thua. Xin lỗi nha. chứ Tui nghe mắc cười quá. 😂😂 con cá nhời là cá gì ta?,,southern,,youtube:F_8huLauLj0,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Tui ở Hà Tĩnh nè mà sao giong có giống đâu trên kênh đâu người dân Hà Tĩnh nói dễ nghe mà . Với giọng trên kia nghe ko giống người Hà Tĩnh . Tìm hiểu thêm đi bro,,southern,,youtube:F_8huLauLj0,,"{""northern"": 0, ""central"": 0, ""southern"": 2}"
Người Nghệ An như tui nghe tiếng quê hương ko hiểu gì luôn,,southern,,youtube:F_8huLauLj0,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"Nghệ An, Phú Yên, Quảng Bình, Hà Tỉnh là tui khó nghe nhất",,southern,,youtube:F_8huLauLj0,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Em ở bình định nè có ai giống tui khum,,southern,,youtube:F_8huLauLj0,,"{""northern"": 0, ""central"": 0, ""southern"": 2}"
Tui ở Quảng Bình nè,,southern,,youtube:F_8huLauLj0,,"{""northern"": 0, ""central"": 0, ""southern"": 2}"
Tui Huế nè nhưng dễ mà,,southern,,youtube:F_8huLauLj0,,"{""northern"": 0, ""central"": 0, ""southern"": 2}"
Ai nói tiếng bình định khó nghe đâu. Mình la người dân xứ Nẫu nha. Rất dễ nghe nha,,central,,youtube:F_8huLauLj0,,"{""northern"": 0, ""central"": 1, ""southern"": 0}"
"OMG!!! giọng tui ngọt ngào,mềm mại,dễ chịu và tui thử hát mà hay ghê ai ai cx bảo gipjng tui hay😮😮",,southern,,youtube:uTaCBZuv3XA,,"{""northern"": 0, ""central"": 0, ""southern"": 3}"
Tui cứ nghĩ nó trầm ai dè nó như loli ấy aaa,,southern,,youtube:uTaCBZuv3XA,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Làm theo và nghe giọng tui mắc cười quá 🤣🤣,,southern,,youtube:uTaCBZuv3XA,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
giọng của tui ấm lắm luôn á,,southern,,youtube:uTaCBZuv3XA,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Giọng thật của tui đ hiểu sao nhiều lúc nghe dịu dàng vãi,,southern,,youtube:uTaCBZuv3XA,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Khúc đầu nghĩ giọng mình nói trầm lắm cuối cùng nó ngọt quá trời,,southern,,youtube:uTaCBZuv3XA,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
tui đang khang tiếng,,southern,,youtube:uTaCBZuv3XA,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
giọng tui nó hơi giống nữ thì phải hmmm,,southern,,youtube:uTaCBZuv3XA,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Giọng đỗi đc nè nha:D,,southern,,youtube:uTaCBZuv3XA,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Ê thật nha nghe giọng thật của tui luôn ý trời 😊😊,,southern,,youtube:uTaCBZuv3XA,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
giọng tui cute lắm còn thằng em tui có giọng kinh dị quá 😱😱😱,,southern,,youtube:uTaCBZuv3XA,,"{""northern"": 0, ""central"": 0, ""southern"": 2}"
Tính ra thu âm lại nó khác hoàn toàn với cách lấy hai tay che đằng trước vậy thu âm thì nghe giọng của tui nó i chang mấy thằng trẻ trâu vậy á còn lấy hai tay che đằng trước thì nó trầm với lại ngầu lắm:)),,southern,,youtube:uTaCBZuv3XA,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Tui đã làm theo 🤣🤣🤣,,southern,,youtube:uTaCBZuv3XA,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
