dialect,standard,region,sentiment,source,source_split,row_id
"Rành ưng nạ, mi ngồi chộ mô.","Rất thích ạ, mày ngồi chỗ nào.",central,,vidia2std,train,198
Như ri thì đi bao lâu hè?,Như thế này thì đi bao lâu nhỉ,central,,vidia2std,train,199
coi ở mô đi kiếm 2 triệu.,coi ở đâu đi kiếm 2 triệu,central,,vidia2std,train,200
Quẹt khu nha mi.,Không thèm nhé mày.,southern,,vidia2std,train,201
Quả ni quả chi ri?,Quả này quả gì vậy?,central,,vidia2std,train,202
"Bảo sao người phố họ vẫn giầu, anh nhỉ?","Bảo sao người phố họ vẫn giàu, anh nhỉ?",northern,,vidia2std,train,203
Biết ngay chi chi cũng lên báo.,Biết ngay gì đâu cũng lên báo.,central,,vidia2std,train,204
"bé đi trước rồi mốt o vô dẫn o đi tiếp, chơ chờ o chắc lâu.","bé đi trước rồi hôm sau cô vào dẫn cô đi tiếp, chứ chờ cô chắc là lâu",central,,vidia2std,train,205
"""Nghe nói thấy ngá khu chơ có giải quyết được vấn đề chi mô.""",nghe nói thấy ngứa mông chứ có giải quyết được vấn đề gì đâu.,central,,vidia2std,train,206
bạn bè em út chi đem hắn về tề?,bạn bè em út đâu đem nó về kìa,central,,vidia2std,train,207
"Trời ơi, bây ơi bây, dô đây coi nè","Trời ơi, chúng mày ơi chúng mày, vào đây xem này",southern,,vidia2std,train,208
cơm nác chi chưa người đẹp?,cơm nước gì chưa người đẹp?,central,,vidia2std,train,209
chắc chắn óp rồi chơ mần răng chắc ngon một đổi một như chị em miềng được.,chắc chắn ốp rồi chứ làm sao chắc ngon một đổi một như chị em mình được.,central,,vidia2std,train,210
Tui mà thấy tui hét oang rồi vỗ tay nưa!,Tôi mà thấy tôi hét to rồi vỗ tay nữa!,central,,vidia2std,train,211
"ảnh cũ chơ, phải ảnh mới mô bạn.",ảnh cũ chứ có phải ảnh mới đâu bạn,central,,vidia2std,train,212
"Ai nỏ rứa, vài bựa nựa là thành liền i mà.","Ai không như thế, vài bữa nữa là thành ngay ấy mà.",central,,vidia2std,train,213
"Úi giời, 11 năm nữa mày hơn 50 mất rồi.","Úi trời, 11 năm nữa mày hơn 50 mất rồi.",northern,,vidia2std,train,214
"mi đi mô rứa con tê, mi mằn cái chi rứa, trời ơi là trời.","mày đi đâu vậy con kia, mày la mắng cái gì vậy, trời ơi là trời.",central,,vidia2std,train,215
Ôi u có bí kíp gì mà trẻ đẹp quá!,Ôi mẹ có bí kíp gì mà trẻ đẹp quá!,northern,,vidia2std,train,216
Nghe nói ả tính mần du Thanh Chương.,Nghe nói cô tính làm dâu Thanh Chương.,central,,vidia2std,train,217
Khúc này 2 bên chắc mắc cười dữ lắm,Đoạn này 2 bên chắc buồn cười dữ lắm,southern,,vidia2std,train,218
"Loay hoay nỏ biết nấu chi. Thôi thì cho cha con ăn tạm tối như ri cũng được, chứ biết răng chừ.","Loay hoay không biết nấu gì. Thôi thì cho cha con ăn tạm tối như thế này cũng được, chứ biết sao bây giờ.",central,,vidia2std,train,219
Khó khắn chi cũng cố găng chơ.,Khó khắn gì cũng cố găng chứ.,central,,vidia2std,train,220
"dìa rồi, nãy đi đường thẳng, phải quẹo là gặp rồi","về rồi, nãy đi đường thẳng, giá mà rẽ là gặp rồi",southern,,vidia2std,train,221
mai mốt đi đâu mình cẩn thận nghe mình.,sau này có đi đâu thì mình cẩn thận nhé mình.,southern,,vidia2std,train,222
"Sắp dìa rồi bà , một tháng rưỡi nữa tui dìa","Sắp về rồi bạn , một tháng rưỡi nữa tôi về",southern,,vidia2std,train,223
Rứa mà không bày chồng hấn kiếm tí.,Thế mà không chỉ chồng nó kiếm một chút.,central,,vidia2std,train,224
nhanh trí chạy làm tô.,nhanh trí chạy đi ăn một bát.,southern,,vidia2std,train,225
Đúng người từng trải chi cụng hay. Mấy ả lớn lớn với mẹ đơn thân chắc nhớ lạo lắm.,Đúng người từng trải gì cũng hay. Mấy cô lớn lớn với mẹ đơn thân chắc nhớ lão lắm.,central,,vidia2std,train,226
"Còn quà kẹo bon bon nữa, kẹo dừa giấy mầu xanh nữa.","Còn quà kẹo bon bon nữa, kẹo dừa giấy màu xanh nữa.",northern,,vidia2std,train,227
Nhận chạy quảng cáo cú ni trúng đủ bạn hỉ!,Nhận chạy quảng cáo lần này trúng đủ bạn nhỉ!,central,,vidia2std,train,228
ê răng tao nhìn thấy giống mày ri.,ê sao tao nhìn thấy giống mày thế,central,,vidia2std,train,229
Đâu chớ quơ tui nóng thí mồ,Đâu chứ quê tôi nóng khủng khiếp,southern,,vidia2std,train,230
để nào tui dẫn đi cho biết.,để hôm nào tôi dẫn đi cho biết.,southern,,vidia2std,train,231
kêu vào cho ngắm chung đỡ thèm thôi chớ có đi được đâu.,gọi vào cho ngắm chung đỡ thèm thôi chứ có đi được đâu.,southern,,vidia2std,train,232
"kiếm tiền từ giờ đến Tết, không bận là đi được nhể?","kiếm tiền từ giờ đến Tết, không bận là đi được nhỉ?",northern,,vidia2std,train,233
Trời ni mần xị nựa!,Trời này làm tiệc nữa!,central,,vidia2std,train,234
Nếu ví dụ rớt xuống bơ răng hè?,Nếu ví dụ rớt xuống thì sao nhỉ?,central,,vidia2std,train,235
Cá viên chiên nay bán không được thì mai mốt bán có sao đâu.,Cá viên chiên nay bán không được thì hôm nào bán có sao đâu.,southern,,vidia2std,train,236
Đi tầu trên cao cho khỏi tắc.,Đi tàu trên cao cho khỏi tắc.,northern,,vidia2std,train,237
Ở lộ mô của vịnh rứa hầy? Cho địa chỉ với.,Ở chỗ nào của Vinh vậy nhỉ? Cho địa chỉ với.,central,,vidia2std,train,238
mốt nó méc xe mình đổ 150 nghìn xăng cho coi.,hôm nào nó mách xe mình đổ 150 nghìn xăng cho xem.,southern,,vidia2std,train,239
"anh chắc rứa anh, vẽ mô đi đá gà toàn ăn rứa.","Anh chắc vậy anh, vẽ gì đi đá gà toàn ăn vậy.",central,,vidia2std,train,240
"Cho hỏi ngu phát, thế tầu thuyền không đi lại được nữa hả các bác?","Cho hỏi ngu phát, thế tàu thuyền không đi lại được nữa hả các bác?",northern,,vidia2std,train,241
tuổi thơ dữ dội chị nhể?,tuổi thơ dữ dội chị nhỉ?,northern,,vidia2std,train,242
"Trời đất quơi, mùa mưa đây là hết bài rầu","Trời đất ơi, mùa mưa đây là tuyệt vời rồi",southern,,vidia2std,train,243
2 con báo quánh rồi chọc lộn cả ngày chớ hổng phải thiên thần.,2 con báo đánh rồi chọc nhau cả ngày chứ không phải thiên thần.,southern,,vidia2std,train,244
Đừng nói rứa mà họ tưởng mình cờ đỏ di động chừ.,Đừng nói vậy mà họ tưởng mình cờ đỏ di động chứ,central,,vidia2std,train,245
Ơ tê. Khổ là khổ ra răng được. Khỏe cả đôi. Đỡ phải lo.,Ơ kìa. Khổ là khổ thế nào được. Khỏe cả đôi. Đỡ phải lo.,central,,vidia2std,train,246
Cùng quan điểm nghen. Ai uống cũng uống dữ thiệt.,Cùng quan điểm nhé. Ai uống cũng uống dữ thật.,southern,,vidia2std,train,247
Hèn chi lương 6 triệu chưa có bồ,Thảo nào lương 6 triệu chưa có người yêu,southern,,vidia2std,train,248
Ai vẹ đi đường tắt?,Ai bảo đi đường tắt?,central,,vidia2std,train,249
Chỗ mô ri bạn?,Chỗ nào thế nay bạn?,central,,vidia2std,train,250
hèn chi công an tối ni đi nhiều anh hè?,hèn gì công an tối nay đi nhiều anh nhỉ?,central,,vidia2std,train,251
Ôi thèm món ni quá. Ai đi vô mang cho tôi ít với.,Ôi thèm món này quá. Ai đi vô mang cho tôi ít với.,central,,vidia2std,train,252
"xa thế, phải chờ bu về mới triển được.","xa thế, phải chờ mẹ về mới triển được.",northern,,vidia2std,train,253
Rứa bơ chủ quán đóng cửa có mô mà kinh doanh nữa trời.,Vậy thì chủ quán đóng cửa có đâu mà kinh doanh nữa trời,central,,vidia2std,train,254
"hoan hỉ quá ạ, xin tùy hỉ công đức vô lượng của chị ạ, cảm ơn gia đình chị rất nhiều.","Hoan hỉ quá ạ, xin tùy hỉ công đức vô lượng của chị ạ, cảm ơn gia đình chị rất nhiều.",central,,vidia2std,train,255
Thương chì chi. Mẹ mô mà bỏ con ri nựa.,Thương lắm. Mẹ nào mà bỏ con như thế này nữa.,central,,vidia2std,train,256
"bệnh ni lây, đừng cho em đi chơi nựa","bệnh này lây, đừng cho em đi chơi nữa",central,,vidia2std,train,257
"Tầm ni lấy nhông là vừa, tiếc.","Tầm này lấy chồng là vừa, tiếc quá",central,,vidia2std,train,258
rứa chắc đợi lên Thành phố Trung ương mần luôn.,vậy chắc đợi lên Thành phố Trung ương rồi làm luôn,central,,vidia2std,train,259
"Hoài Đảm chi cụng , chỉ chưa có người yêu thôi. Chị em quê ta nghiên cứu nha.","Hoài Đảm gì cũng có, chỉ chưa có người yêu thôi. Chị em quê ta nghiên cứu nha.",central,,vidia2std,train,260
Quán đặt tên ri răng xin vợ đi nhậu được.,Quán đặt tên thế này sao xin vợ đi nhậu được,central,,vidia2std,train,261
"ta không thích hấn mô hậy, không ai chào đón mô.","Ta không thích nó đâu nhỉ, không ai chào đón đâu.",central,,vidia2std,train,262
Chi mà đốt cho cháy đen ri bay.,Gì mà đốt cho cháy đen vậy các bạn.,central,,vidia2std,train,263
O Hằng Nguyễn có tiền mô mà rủ đi ăn.,Cô Hằng Nguyễn có tiền đâu mà rủ đi ăn.,central,,vidia2std,train,264
anh Vượng giàu sang về mô cũng ngon huyện quê nớ.,anh Vượng giàu sang về đâu cũng ngon huyện quê đó,central,,vidia2std,train,265
Ca ni ở trong nam gọi là cá khoai.,Cá này ở trong miền Nam gọi là cá khoai,central,,vidia2std,train,266
vậy ở chổ mô không núa tui nghe nà?,vậy ở chỗ nào không nói tôi nghe vậy.,southern,,vidia2std,train,267
Ok. Mần luôn. Đang sèm.,Ok. Làm luôn. Đang thèm.,central,,vidia2std,train,268
Hà Tĩnh địa chỉ mô hè?,Hà Tĩnh địa chỉ ở đâu nhỉ?,central,,vidia2std,train,269
mày làm tao hoang mang theo chả nhẽ đầu nghĩ bao nhiêu bữa thì từng ấy bữa tất niên.,mày làm tao hoang mang theo chẳng lẽ đầu nghĩ bao nhiêu bữa thì từng ấy bữa tất niên.,northern,,vidia2std,train,270
Hà Tĩnh nhà choa rứa đó. Phát một. May chưa đập ban tổ chức là hữu nghị lắm.,Hà Tĩnh nhà tôi thế đấy. Phát một. May chưa đánh ban tổ chức là hữu nghị lắm.,central,,vidia2std,train,271
Cường nói nặng lời rứa cường như heo thôi lợn mô rứa hè?,Cường nói nặng lời vậy cường như heo thôi lợn đâu vậy nhỉ?,central,,vidia2std,train,272
Hà Tĩnh dạo ni không dám nghèo nựa mô bạn.,Hà Tĩnh dạo này không dám nghèo nữa đâu bạn.,central,,vidia2std,train,273
Sân bay nằm ở mô ri bà con hè?,Sân bay nằm ở chỗ nào bà con nhỉ?,central,,vidia2std,train,274
chắc không sao đâu nhể. Không xảy ra án mạng gì chứ?,chắc không sao đâu nhỉ. Không xảy ra án mạng gì chứ?,northern,,vidia2std,train,275
Rùi tui làm chi có vàng mà ghê với gớm.,Rồi tôi làm gì có vàng mà ghê với gớm.,central,,vidia2std,train,276
có bác sĩ trong nhà rồi mà sợ chi nựa.,có bác sĩ trong nhà rồi mà sợ gì nữa,central,,vidia2std,train,277
Chợ ni ở chộ mô rứa cả nhà ơi?,Chợ này ở chỗ nào thế cả nhà ơi?,central,,vidia2std,train,278
"ráng lên thôi, một ngày hông xa đâu nà","cố lên thôi, một ngày không xa đâu này",southern,,vidia2std,train,279
"Cha, bình thường có cấy mô không?","Chà, bình thường có cái nào không?",central,,vidia2std,train,280
"Dừ là đi chữa lành tâm hồn, dạo phố, xem phim, hẹn hò bạn ơi, ăn uống quan trọng chi?","Giờ là đi chữa lành tâm hồn, dạo phố, xem phim, hẹn hò bạn ơi, chứ ăn uống quan trọng gì.",central,,vidia2std,train,281
bỏ 300 nghìn nhậu ói lên ói xuống rồi 3 triệu nhậu chi ngạ,bỏ 300 nghìn nhậu ói lên ói xuống rồi 3 triệu nhậu gì nổi,central,,vidia2std,train,282
Chiều chiều chạy xuống làm ly.,Chiều chiều chạy xuống uống một ly.,southern,,vidia2std,train,283
Mần chi khó coi rứa thằng tê.,Làm gì khó coi vậy thằng kia,central,,vidia2std,train,284
"ni mà, về duy xuyên khen thưởng chắc xếp hàng mệt nghỉ hỉ?",Này mà về duy xuyên khen thưởng chắc xếp hàng mệt nghỉ nhỉ!,central,,vidia2std,train,285
"2 anh em ta đi, chắc họ không nói chi mô hầy?","Hai anh em ta đi, chắc họ không nói gì đâu nhỉ.",central,,vidia2std,train,286
Ông bán xăng cho bả hồi chiều đâu rồi vô xem nè,Ông bán xăng cho bà ấy hồi chiều đâu rôi vào xem này,southern,,vidia2std,train,287
nói chi rứa mi?,nói gì vậy mày?,central,,vidia2std,train,288
em bựa ni cũng công dân thành phố vinh. Mà chưa biết khối chi.,Em hôm nay cũng công dân thành phố Vinh. Mà chưa biết khối gì.,central,,vidia2std,train,289
O hằng phải chỗ mô đẳng cấp hơn nha.,Cô Hằng phải chỗ nào đẳng cấp hơn nha.,central,,vidia2std,train,290
"Ăn tối, làm lon bia xong không dám ra đường.","Ăn tối, uống một lon bia xong không dám ra đường.",southern,,vidia2std,train,291
Tao nhìn cái video tao mắc cười,Tao nhìn cái video tao buồn cười,southern,,vidia2std,train,292
"Chự mô cũng dấu má đầy đủ, lưa 2 chự ni là răng?","Chữ nào cũng dấu má đầy đủ, còn 2 chữ này là sao?",central,,vidia2std,train,293
Răng mà thương rứa hầy?,Sao mà thương vậy nhỉ?,central,,vidia2std,train,294
"Mi có lấy cái máy bơm nước nhà tay không rứa, mi quay qua quay lại mất tiu!","Mày có lấy cái máy bơm nước nhà tay không vậy, mày quay qua quay lại mất luôn!",central,,vidia2std,train,295
Chi mà cười như được mùa rứa.,Gì mà cười như được mùa vậy .,central,,vidia2std,train,296
"Ối giời ơi, hôm nay cũng mới vặt!","Ối trời ơi, hôm nay cũng mới vặt!",northern,,vidia2std,train,297
"Đang lo cho vợ con, hơi đâu mà nghĩ tận Cần Thơ như nào","Đang lo cho vợ con, mà nghĩ tận Cần Thơ như nào làm gì",southern,,vidia2std,train,298
Con gấy mần được không?,Con gái làm được không?,central,,vidia2std,train,299
"Tui mà chộ ri là tui xỉu luôn, người khác tới cứu bơ nhổ giúp tui.","Tôi mà thấy vậy là tôi xỉu luôn, người khác tới cứu xong nhổ giúp tôi.",central,,vidia2std,train,300
để mai mốt có đi Cần Thơ tao nói vậy thử,để hôm nào có đi Cần Thơ tao nói vậy thử,southern,,vidia2std,train,301
có khi mô lèng mô mà vẹ.,có khi nào làm đâu mà bảo,central,,vidia2std,train,302
Tui ké cấy cảnh ni cấy Nguyễn Thu Hà hệ. Mệt nhừ đén chừ luôn.,Tôi ké cái cảnh này cái Nguyễn Thu Hà hệ. Mệt nhừ đến giờ luôn.,central,,vidia2std,train,303
"ám ảnh luôn chơ, chưa một lần bơ hên rồi bạn hầy.","Ám ảnh luôn chứ, chưa một lần thì hên rồi bạn nhỉ?",central,,vidia2std,train,304
