dialect,standard,region,sentiment,source,source_split
"bé đi trước rồi mốt o vô dẫn o đi tiếp, chơ chờ o chắc lâu.","bé đi trước rồi hôm sau cô vào dẫn cô đi tiếp, chứ chờ cô chắc là lâu",central,,vidia2std,train
"""Nghe nói thấy ngá khu chơ có giải quyết được vấn đề chi mô.""",nghe nói thấy ngứa mông chứ có giải quyết được vấn đề gì đâu.,central,,vidia2std,train
bạn bè em út chi đem hắn về tề?,bạn bè em út đâu đem nó về kìa,central,,vidia2std,train
"Trời ơi, bây ơi bây, dô đây coi nè","Trời ơi, chúng mày ơi chúng mày, vào đây xem này",southern,,vidia2std,train
cơm nác chi chưa người đẹp?,cơm nước gì chưa người đẹp?,central,,vidia2std,train
chắc chắn óp rồi chơ mần răng chắc ngon một đổi một như chị em miềng được.,chắc chắn ốp rồi chứ làm sao chắc ngon một đổi một như chị em mình được.,central,,vidia2std,train
Tui mà thấy tui hét oang rồi vỗ tay nưa!,Tôi mà thấy tôi hét to rồi vỗ tay nữa!,central,,vidia2std,train
"ảnh cũ chơ, phải ảnh mới mô bạn.",ảnh cũ chứ có phải ảnh mới đâu bạn,central,,vidia2std,train
"Ai nỏ rứa, vài bựa nựa là thành liền i mà.","Ai không như thế, vài bữa nữa là thành ngay ấy mà.",central,,vidia2std,train
"Úi giời, 11 năm nữa mày hơn 50 mất rồi.","Úi trời, 11 năm nữa mày hơn 50 mất rồi.",northern,,vidia2std,train
"mi đi mô rứa con tê, mi mằn cái chi rứa, trời ơi là trời.","mày đi đâu vậy con kia, mày la mắng cái gì vậy, trời ơi là trời.",central,,vidia2std,train
Ôi u có bí kíp gì mà trẻ đẹp quá!,Ôi mẹ có bí kíp gì mà trẻ đẹp quá!,northern,,vidia2std,train
Nghe nói ả tính mần du Thanh Chương.,Nghe nói cô tính làm dâu Thanh Chương.,central,,vidia2std,train
Khúc này 2 bên chắc mắc cười dữ lắm,Đoạn này 2 bên chắc buồn cười dữ lắm,southern,,vidia2std,train
"Loay hoay nỏ biết nấu chi. Thôi thì cho cha con ăn tạm tối như ri cũng được, chứ biết răng chừ.","Loay hoay không biết nấu gì. Thôi thì cho cha con ăn tạm tối như thế này cũng được, chứ biết sao bây giờ.",central,,vidia2std,train
Khó khắn chi cũng cố găng chơ.,Khó khắn gì cũng cố găng chứ.,central,,vidia2std,train
"dìa rồi, nãy đi đường thẳng, phải quẹo là gặp rồi","về rồi, nãy đi đường thẳng, giá mà rẽ là gặp rồi",southern,,vidia2std,train
mai mốt đi đâu mình cẩn thận nghe mình.,sau này có đi đâu thì mình cẩn thận nhé mình.,southern,,vidia2std,train
"Sắp dìa rồi bà , một tháng rưỡi nữa tui dìa","Sắp về rồi bạn , một tháng rưỡi nữa tôi về",southern,,vidia2std,train
Rứa mà không bày chồng hấn kiếm tí.,Thế mà không chỉ chồng nó kiếm một chút.,central,,vidia2std,train
nhanh trí chạy làm tô.,nhanh trí chạy đi ăn một bát.,southern,,vidia2std,train
Đúng người từng trải chi cụng hay. Mấy ả lớn lớn với mẹ đơn thân chắc nhớ lạo lắm.,Đúng người từng trải gì cũng hay. Mấy cô lớn lớn với mẹ đơn thân chắc nhớ lão lắm.,central,,vidia2std,train
"Còn quà kẹo bon bon nữa, kẹo dừa giấy mầu xanh nữa.","Còn quà kẹo bon bon nữa, kẹo dừa giấy màu xanh nữa.",northern,,vidia2std,train
Nhận chạy quảng cáo cú ni trúng đủ bạn hỉ!,Nhận chạy quảng cáo lần này trúng đủ bạn nhỉ!,central,,vidia2std,train
ê răng tao nhìn thấy giống mày ri.,ê sao tao nhìn thấy giống mày thế,central,,vidia2std,train
Đâu chớ quơ tui nóng thí mồ,Đâu chứ quê tôi nóng khủng khiếp,southern,,vidia2std,train
để nào tui dẫn đi cho biết.,để hôm nào tôi dẫn đi cho biết.,southern,,vidia2std,train
kêu vào cho ngắm chung đỡ thèm thôi chớ có đi được đâu.,gọi vào cho ngắm chung đỡ thèm thôi chứ có đi được đâu.,southern,,vidia2std,train
"kiếm tiền từ giờ đến Tết, không bận là đi được nhể?","kiếm tiền từ giờ đến Tết, không bận là đi được nhỉ?",northern,,vidia2std,train
Trời ni mần xị nựa!,Trời này làm tiệc nữa!,central,,vidia2std,train
Nếu ví dụ rớt xuống bơ răng hè?,Nếu ví dụ rớt xuống thì sao nhỉ?,central,,vidia2std,train
Cá viên chiên nay bán không được thì mai mốt bán có sao đâu.,Cá viên chiên nay bán không được thì hôm nào bán có sao đâu.,southern,,vidia2std,train
Đi tầu trên cao cho khỏi tắc.,Đi tàu trên cao cho khỏi tắc.,northern,,vidia2std,train
Ở lộ mô của vịnh rứa hầy? Cho địa chỉ với.,Ở chỗ nào của Vinh vậy nhỉ? Cho địa chỉ với.,central,,vidia2std,train
mốt nó méc xe mình đổ 150 nghìn xăng cho coi.,hôm nào nó mách xe mình đổ 150 nghìn xăng cho xem.,southern,,vidia2std,train
"anh chắc rứa anh, vẽ mô đi đá gà toàn ăn rứa.","Anh chắc vậy anh, vẽ gì đi đá gà toàn ăn vậy.",central,,vidia2std,train
"Cho hỏi ngu phát, thế tầu thuyền không đi lại được nữa hả các bác?","Cho hỏi ngu phát, thế tàu thuyền không đi lại được nữa hả các bác?",northern,,vidia2std,train
tuổi thơ dữ dội chị nhể?,tuổi thơ dữ dội chị nhỉ?,northern,,vidia2std,train
"Trời đất quơi, mùa mưa đây là hết bài rầu","Trời đất ơi, mùa mưa đây là tuyệt vời rồi",southern,,vidia2std,train
2 con báo quánh rồi chọc lộn cả ngày chớ hổng phải thiên thần.,2 con báo đánh rồi chọc nhau cả ngày chứ không phải thiên thần.,southern,,vidia2std,train
Đừng nói rứa mà họ tưởng mình cờ đỏ di động chừ.,Đừng nói vậy mà họ tưởng mình cờ đỏ di động chứ,central,,vidia2std,train
Ơ tê. Khổ là khổ ra răng được. Khỏe cả đôi. Đỡ phải lo.,Ơ kìa. Khổ là khổ thế nào được. Khỏe cả đôi. Đỡ phải lo.,central,,vidia2std,train
Cùng quan điểm nghen. Ai uống cũng uống dữ thiệt.,Cùng quan điểm nhé. Ai uống cũng uống dữ thật.,southern,,vidia2std,train
Hèn chi lương 6 triệu chưa có bồ,Thảo nào lương 6 triệu chưa có người yêu,southern,,vidia2std,train
Ai vẹ đi đường tắt?,Ai bảo đi đường tắt?,central,,vidia2std,train
Chỗ mô ri bạn?,Chỗ nào thế nay bạn?,central,,vidia2std,train
hèn chi công an tối ni đi nhiều anh hè?,hèn gì công an tối nay đi nhiều anh nhỉ?,central,,vidia2std,train
Ôi thèm món ni quá. Ai đi vô mang cho tôi ít với.,Ôi thèm món này quá. Ai đi vô mang cho tôi ít với.,central,,vidia2std,train
"xa thế, phải chờ bu về mới triển được.","xa thế, phải chờ mẹ về mới triển được.",northern,,vidia2std,train
Rứa bơ chủ quán đóng cửa có mô mà kinh doanh nữa trời.,Vậy thì chủ quán đóng cửa có đâu mà kinh doanh nữa trời,central,,vidia2std,train
"hoan hỉ quá ạ, xin tùy hỉ công đức vô lượng của chị ạ, cảm ơn gia đình chị rất nhiều.","Hoan hỉ quá ạ, xin tùy hỉ công đức vô lượng của chị ạ, cảm ơn gia đình chị rất nhiều.",central,,vidia2std,train
Thương chì chi. Mẹ mô mà bỏ con ri nựa.,Thương lắm. Mẹ nào mà bỏ con như thế này nữa.,central,,vidia2std,train
"bệnh ni lây, đừng cho em đi chơi nựa","bệnh này lây, đừng cho em đi chơi nữa",central,,vidia2std,train
"Tầm ni lấy nhông là vừa, tiếc.","Tầm này lấy chồng là vừa, tiếc quá",central,,vidia2std,train
rứa chắc đợi lên Thành phố Trung ương mần luôn.,vậy chắc đợi lên Thành phố Trung ương rồi làm luôn,central,,vidia2std,train
"Hoài Đảm chi cụng , chỉ chưa có người yêu thôi. Chị em quê ta nghiên cứu nha.","Hoài Đảm gì cũng có, chỉ chưa có người yêu thôi. Chị em quê ta nghiên cứu nha.",central,,vidia2std,train
Quán đặt tên ri răng xin vợ đi nhậu được.,Quán đặt tên thế này sao xin vợ đi nhậu được,central,,vidia2std,train
"ta không thích hấn mô hậy, không ai chào đón mô.","Ta không thích nó đâu nhỉ, không ai chào đón đâu.",central,,vidia2std,train
Chi mà đốt cho cháy đen ri bay.,Gì mà đốt cho cháy đen vậy các bạn.,central,,vidia2std,train
O Hằng Nguyễn có tiền mô mà rủ đi ăn.,Cô Hằng Nguyễn có tiền đâu mà rủ đi ăn.,central,,vidia2std,train
anh Vượng giàu sang về mô cũng ngon huyện quê nớ.,anh Vượng giàu sang về đâu cũng ngon huyện quê đó,central,,vidia2std,train
Ca ni ở trong nam gọi là cá khoai.,Cá này ở trong miền Nam gọi là cá khoai,central,,vidia2std,train
vậy ở chổ mô không núa tui nghe nà?,vậy ở chỗ nào không nói tôi nghe vậy.,southern,,vidia2std,train
Ok. Mần luôn. Đang sèm.,Ok. Làm luôn. Đang thèm.,central,,vidia2std,train
Hà Tĩnh địa chỉ mô hè?,Hà Tĩnh địa chỉ ở đâu nhỉ?,central,,vidia2std,train
mày làm tao hoang mang theo chả nhẽ đầu nghĩ bao nhiêu bữa thì từng ấy bữa tất niên.,mày làm tao hoang mang theo chẳng lẽ đầu nghĩ bao nhiêu bữa thì từng ấy bữa tất niên.,northern,,vidia2std,train
Hà Tĩnh nhà choa rứa đó. Phát một. May chưa đập ban tổ chức là hữu nghị lắm.,Hà Tĩnh nhà tôi thế đấy. Phát một. May chưa đánh ban tổ chức là hữu nghị lắm.,central,,vidia2std,train
Cường nói nặng lời rứa cường như heo thôi lợn mô rứa hè?,Cường nói nặng lời vậy cường như heo thôi lợn đâu vậy nhỉ?,central,,vidia2std,train
Hà Tĩnh dạo ni không dám nghèo nựa mô bạn.,Hà Tĩnh dạo này không dám nghèo nữa đâu bạn.,central,,vidia2std,train
Sân bay nằm ở mô ri bà con hè?,Sân bay nằm ở chỗ nào bà con nhỉ?,central,,vidia2std,train
chắc không sao đâu nhể. Không xảy ra án mạng gì chứ?,chắc không sao đâu nhỉ. Không xảy ra án mạng gì chứ?,northern,,vidia2std,train
Rùi tui làm chi có vàng mà ghê với gớm.,Rồi tôi làm gì có vàng mà ghê với gớm.,central,,vidia2std,train
có bác sĩ trong nhà rồi mà sợ chi nựa.,có bác sĩ trong nhà rồi mà sợ gì nữa,central,,vidia2std,train
Chợ ni ở chộ mô rứa cả nhà ơi?,Chợ này ở chỗ nào thế cả nhà ơi?,central,,vidia2std,train
"ráng lên thôi, một ngày hông xa đâu nà","cố lên thôi, một ngày không xa đâu này",southern,,vidia2std,train
"Cha, bình thường có cấy mô không?","Chà, bình thường có cái nào không?",central,,vidia2std,train
"Dừ là đi chữa lành tâm hồn, dạo phố, xem phim, hẹn hò bạn ơi, ăn uống quan trọng chi?","Giờ là đi chữa lành tâm hồn, dạo phố, xem phim, hẹn hò bạn ơi, chứ ăn uống quan trọng gì.",central,,vidia2std,train
bỏ 300 nghìn nhậu ói lên ói xuống rồi 3 triệu nhậu chi ngạ,bỏ 300 nghìn nhậu ói lên ói xuống rồi 3 triệu nhậu gì nổi,central,,vidia2std,train
Chiều chiều chạy xuống làm ly.,Chiều chiều chạy xuống uống một ly.,southern,,vidia2std,train
Mần chi khó coi rứa thằng tê.,Làm gì khó coi vậy thằng kia,central,,vidia2std,train
"ni mà, về duy xuyên khen thưởng chắc xếp hàng mệt nghỉ hỉ?",Này mà về duy xuyên khen thưởng chắc xếp hàng mệt nghỉ nhỉ!,central,,vidia2std,train
"2 anh em ta đi, chắc họ không nói chi mô hầy?","Hai anh em ta đi, chắc họ không nói gì đâu nhỉ.",central,,vidia2std,train
Ông bán xăng cho bả hồi chiều đâu rồi vô xem nè,Ông bán xăng cho bà ấy hồi chiều đâu rôi vào xem này,southern,,vidia2std,train
nói chi rứa mi?,nói gì vậy mày?,central,,vidia2std,train
em bựa ni cũng công dân thành phố vinh. Mà chưa biết khối chi.,Em hôm nay cũng công dân thành phố Vinh. Mà chưa biết khối gì.,central,,vidia2std,train
O hằng phải chỗ mô đẳng cấp hơn nha.,Cô Hằng phải chỗ nào đẳng cấp hơn nha.,central,,vidia2std,train
"Ăn tối, làm lon bia xong không dám ra đường.","Ăn tối, uống một lon bia xong không dám ra đường.",southern,,vidia2std,train
Tao nhìn cái video tao mắc cười,Tao nhìn cái video tao buồn cười,southern,,vidia2std,train
"Chự mô cũng dấu má đầy đủ, lưa 2 chự ni là răng?","Chữ nào cũng dấu má đầy đủ, còn 2 chữ này là sao?",central,,vidia2std,train
Răng mà thương rứa hầy?,Sao mà thương vậy nhỉ?,central,,vidia2std,train
"Mi có lấy cái máy bơm nước nhà tay không rứa, mi quay qua quay lại mất tiu!","Mày có lấy cái máy bơm nước nhà tay không vậy, mày quay qua quay lại mất luôn!",central,,vidia2std,train
Chi mà cười như được mùa rứa.,Gì mà cười như được mùa vậy .,central,,vidia2std,train
"Ối giời ơi, hôm nay cũng mới vặt!","Ối trời ơi, hôm nay cũng mới vặt!",northern,,vidia2std,train
"Đang lo cho vợ con, hơi đâu mà nghĩ tận Cần Thơ như nào","Đang lo cho vợ con, mà nghĩ tận Cần Thơ như nào làm gì",southern,,vidia2std,train
Con gấy mần được không?,Con gái làm được không?,central,,vidia2std,train
"Tui mà chộ ri là tui xỉu luôn, người khác tới cứu bơ nhổ giúp tui.","Tôi mà thấy vậy là tôi xỉu luôn, người khác tới cứu xong nhổ giúp tôi.",central,,vidia2std,train
để mai mốt có đi Cần Thơ tao nói vậy thử,để hôm nào có đi Cần Thơ tao nói vậy thử,southern,,vidia2std,train
có khi mô lèng mô mà vẹ.,có khi nào làm đâu mà bảo,central,,vidia2std,train
Tui ké cấy cảnh ni cấy Nguyễn Thu Hà hệ. Mệt nhừ đén chừ luôn.,Tôi ké cái cảnh này cái Nguyễn Thu Hà hệ. Mệt nhừ đến giờ luôn.,central,,vidia2std,train
"ám ảnh luôn chơ, chưa một lần bơ hên rồi bạn hầy.","Ám ảnh luôn chứ, chưa một lần thì hên rồi bạn nhỉ?",central,,vidia2std,train
khoe gì lắm bạn nhở? Im im để thêm vài chục anh chứ.,khoe gì lắm bạn nhỉ? Im im để thêm vài chục anh chứ.,northern,,vidia2std,train
Rồi giừ giấy tờ mần răng đây?,Rồi giờ giấy tờ làm sao đây,central,,vidia2std,train
Món ruột của tao ! Ở Biên Hòa kiếm khó quá.,Món ưa thích của tao ! Ở Biên Hòa tìm khó quá.,southern,,vidia2std,train
Ngon hết sẩy còn bà bảy .,Ngon tuyệt vời .,southern,,vidia2std,train
"""Mưa chi ngập rứa hề?""",Mưa gì ngập vậy nhỉ.,central,,vidia2std,train
nghe nói 2 đứa thèm bánh mì phải hông,nghe nói 2 đứa thèm bánh mì phải không,southern,,vidia2std,train
Bựa ni đi xe máy răng nghe ngái quá,Bữa nay đi xe máy sao nghe xa quá,central,,vidia2std,train
bựa mô đi chị hè?,bữa nào đi chị nhé,central,,vidia2std,train
rứa chọn em mô thì chọn đi.,Vậy chọn em nào thì chọn đi.,central,,vidia2std,train
Hủ tiếu chay ở Mỏ Cày là ngon nhứt.,Hủ tiếu chay ở Mỏ Cày là ngon nhất.,southern,,vidia2std,train
